objectid,title,campus,creator,description,subject,people,location,date,transcription,item_information,source,citation,collection,publisher,scanning_info,date_digital,type,format,rights,identifier,language,date_update1,date_update2,reference_url,cdmid,contentdm-file-name,contentdm_file_path
p16264coll6137,P. Duff Tucker,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of P. Duff Tucker, graduate of the class of 1898.",Universities & colleges; students,"Tucker, P. Duff",Gainesville (Tex.),,"[front] Jas. L. Goben, Gainesville, Texas [back] P. Duff Tucker",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_156,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/137,137,135.jpg,/p16264coll6/image/135.jpg
p16264coll6138,Hardin George,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of Hardin George, a Trinity student from 1883-1886.",Universities & colleges; students,"George, Hardin",Mexia (Tex.),,"[front] J.W. Horn, Mexia, Texas. [back] Hardin George",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_159,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/138,138,137.jpg,/p16264coll6/image/137.jpg
p16264coll6139,Jim Morris in student uniform,Tehuacana,"Trinity University (San Antonio, Tex.)",Jim Morris (student from 1891-1894) in the uniform worn by male students from 1893-1896.,Universities & colleges; students; uniforms,"Morris, Jim M.",Tehuacana (Tex.),1893,"[front] Uniform 1893-about '96. Jim Morris. Property of B.E. Looney,Denton Texas",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_158,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/139,139,140.jpg,/p16264coll6/image/140.jpg
p16264coll6140,Unidentified Female Students,Tehuacana,"Trinity University (San Antonio, Tex.)","Group of four unidentified female students. The name ""Smith"" is written on the front under one of them.",Universities & colleges; students; women,,Mexia (Tex.);,,"[front] Smith. Miller Mexia,Tex. [back] Quartette",Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_144,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/140,140,136.jpg,/p16264coll6/image/136.jpg
p16264coll6141,Near Love's Spring,Tehuacana,"Trinity University (San Antonio, Tex.)","Group of female students posing near ""Love's Spring,"" a pond near campus.",Universities & colleges; students; women,,Tehuacana (Tex.),,[front] Near Love's Spring- Tehuacana,Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_152,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/141,141,146.jpg,/p16264coll6/image/146.jpg
p16264coll6142,Student Relaxing in Dorm,Tehuacana,"Trinity University (San Antonio, Tex.)",An unidentified student relaxes in a dormitory.,Universities & colleges; students; dormitories,,Tehuacana (Tex.),,[front] Past,Photographic prints; albumen prints,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_157,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/142,142,145.jpg,/p16264coll6/image/145.jpg
p16264coll6143,Female student in uniform,Tehuacana,"Trinity University (San Antonio, Tex.)","Unidentified female student wearing what is described on the back of the photograph as the ""uniform worn at Tehuacana.""",Universities & colleges; students; women; uniforms,,Tehuacana (Tex.);,,"[front] Harper & Co. Ivory Finish. Dallas-Houston and Galveston, Tex. [back] Uniform worn at Tehuacana",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_142,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/143,143,141.jpg,/p16264coll6/image/141.jpg
p16264coll6144,Milton Baughn,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of Milton H. Baughn, graduate in the class of 1896.",Universities & colleges; students,"Baughn, Milton H.",Tehuacana (Tex.),,"[front] Student Trinity Univ at Tehuacana. B.J. Miller, Mexia, Texas. [back] Milton Baughn",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_164,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/144,144,139.jpg,/p16264coll6/image/139.jpg
p16264coll6145,Jesse Van Noy,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of Jesse Van Noy, a student form 1873-1874.",Universities & colleges; students,"Van Noy, Jesse",Dallas (Tex.),,"[front] Webster, Dallas [back] Jesse Van Noy",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_160,eng,8/31/2018,8/31/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/145,145,129.jpg,/p16264coll6/image/129.jpg
p16264coll6146,"Mr. Love, Tehuacana Resident",Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of ""Mr. Love,"" a Tehuacana resident who boarded Trinity students in his home. In its earliest years, Trinity did not have dormitories, and students rented rooms from local residents. According to the back of this photographer, a student named Ollie (possibly Ollie Anderson) boarded with the Love family. The Love family's property was also a popular picnicking area for Trinity students.",Universities & colleges; landlord & tenant relations,"Love, [?]",Dallas (Tex.);,,"[front] Deane, 300 Elm St., Dallas [back] Mr. Love. Ollie boarded in their home at Tehuacana Texas",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_168,eng,9/4/2018,9/4/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/146,146,156.jpg,/p16264coll6/image/156.jpg
p16264coll6147,Finis Foster,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of Finis Foster, a Trinity student in the 1870s.",Universities & colleges; students,"Foster, Finis",Tehuacana (Tex.),,"[front] Finis Foster [back] A.B.Salisbury, Photographer",Photographic prints; albumen prints; cartes de visite,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_173,eng,9/4/2018,9/4/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/147,147,154.jpg,/p16264coll6/image/154.jpg
p16264coll6148,J.W. Stephens,Tehuacana,"Trinity University (San Antonio, Tex.)","Portrait of J.W. Stephens, class of 1893.",Universities & colleges; students,"Stephens, J.W.",Corsicana (Tex.);,,"[front] W.A. Robinson, 112 & 114 W. Fifth Ave, Corsicana, Tex. [back] J.W. Stephens, Trinity Univ.",Photographic prints; albumen prints; cabinet cards,Tehuacana Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,6/1/2017,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",tehu_167,eng,9/4/2018,9/4/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/148,148,151.jpg,/p16264coll6/image/151.jpg
